Orf(771, 996, 0.04008419594693103951013267242)
Orf(771, 1062, 0.04081349324402814020235332784)
Orf(771, 1128, 0.03989891975308641975308641977)
Orf(771, 1404, 0.03863706374314963956077089740)
Orf(771, 1419, 0.03987669907866323850058151404)
Orf(771, 1434, 0.03977059601603063984364203501)
Orf(771, 1536, 0.03959938331886574074074074075)
Orf(1579, 1675, 0.04598170254735911301567867223)
Orf(1540, 1675, 0.04132497130976624689125716496)
Orf(1504, 1675, 0.04023671873932237210764415651)
Orf(1483, 1675, 0.03938029973532932112813769617)
Orf(1462, 1675, 0.04015878232484885434130975971)
Orf(1423, 1675, 0.04062365153673926317932017095)
Orf(1420, 1675, 0.04119832914781787208114449741)
Orf(1393, 1675, 0.04109766567850836694691484020)
Orf(1384, 1675, 0.04068237503710818401126011049)
Orf(1378, 1675, 0.04083733333333333333333333335)
Orf(1573, 1663, 0.04525353791910805774053063503)
Orf(1682, 1784, 0.03806413994169096209912536443)
Orf(1682, 1787, 0.03806584362139917695473251030)
Orf(1641, 1860, 0.03271907773368693748533047291)
Orf(1928, 2042, 0.02499979707956915934123911331)
Orf(1928, 2045, 0.02566666666666666666666666665)
Orf(2071, 2167, 0.04986504160057879066143528952)
Orf(2068, 2167, 0.05123877694099554470000226159)
Orf(2035, 2167, 0.05007773205304069501600365798)
Orf(2029, 2167, 0.05026218054159839698689471862)
Orf(2011, 2167, 0.04900391299902305631867619279)
Orf(1978, 2167, 0.04681311713324652777777777777)
Orf(2054, 2174, 0.04112652865572875439244180268)
Orf(2339, 2450, 0.03736102336481400484899537239)
Orf(2339, 2462, 0.03499542086087815490687750703)
Orf(2296, 2470, 0.03268753540202909417872973058)
Orf(2486, 2582, 0.02745545445269963176299264453)
Orf(2486, 2585, 0.02864659897023015280698977016)
Orf(1866, 2004, 0.02696897604577020506053571945)
Orf(1866, 2151, 0.03425466278452932098765432098)
Orf(1866, 2340, 0.03429295390668425679430289498)
Orf(2418, 2634, 0.04329240491156294321708686632)
Orf(2214, 2634, 0.04458580035318365974421989985)
Orf(2205, 2634, 0.04380862451099933953157547123)
Orf(2166, 2634, 0.04328638199212915361398019704)
Orf(2130, 2634, 0.04407616340779637690702537063)
Orf(2079, 2634, 0.04421517113347357878082419548)
Orf(2031, 2634, 0.04467444465258210950003930892)
Orf(1995, 2634, 0.04363029766362547334317304841)
Orf(1935, 2634, 0.04410982865398819814774230728)
Orf(1887, 2634, 0.04277725866666666666666666668)
Orf(1842, 2634, 0.04263483725939310079237670470)
Orf(1839, 2634, 0.04267982646234369725924096614)
Orf(1740, 2634, 0.04379850200074951962271576924)
Orf(1719, 2634, 0.04422921336979027208777958237)
Orf(1674, 2634, 0.04352686717986004079090879583)
Orf(1518, 2634, 0.04393051441015510544441368510)
Orf(1410, 2634, 0.04355342025647714087947349027)
Orf(1359, 2634, 0.04347871334958286121502054449)
Orf(1230, 2634, 0.04388938248108805277453966667)
Orf(1224, 2634, 0.04400961952139723721521977960)
Orf(1149, 2634, 0.04437501265082699597318106261)
Orf(1053, 2634, 0.04384024763243082802311452448)
Orf(1023, 2634, 0.04392607952649666261442080420)
Orf(963, 2634, 0.04422968506536706560659440619)
Orf(933, 2634, 0.04429600592822734640113820973)
Orf(930, 2634, 0.04430723917726005539387418008)
Orf(924, 2634, 0.04447771617122547711246839698)
Orf(900, 2634, 0.04440619724222133952490644460)
Orf(891, 2634, 0.04453907509324684215646541977)
Orf(711, 2634, 0.04381633043810616352967927565)
Orf(2572, 2677, 0.03661789361377838744093888124)
Orf(2569, 2677, 0.03818573869706083000458456996)
Orf(2539, 2677, 0.03575636740735033020942694135)
Orf(2488, 2677, 0.03446451822916666666666666669)
Orf(2464, 2677, 0.03593202255753696082914189908)
Orf(2422, 2677, 0.03985236100804541319212983343)
Orf(2616, 2703, 0.02814814814814814814814814815)
Orf(2536, 2743, 0.02626681783824640967498110355)
Orf(2536, 2797, 0.03013085399449035812672176309)
Orf(2750, 2837, 0.05700000000000000000000000000)
Orf(2729, 2837, 0.05264577945366842371955593286)
Orf(2699, 2837, 0.05258950328925189986804465292)
Orf(2684, 2837, 0.05353259495271329590856218076)
Orf(2633, 2837, 0.04651622938793153307824138760)
Orf(2736, 2847, 0.04047196708298909786007030504)
Orf(2736, 2850, 0.04177788267203125848753725151)
Orf(2736, 2856, 0.04278919449912325813720163773)
Orf(2736, 2877, 0.03916866265860768175582990398)
Orf(2832, 2961, 0.03316350488354620586025544704)
Orf(2603, 2882, 0.03325973050287508548202228793)
Orf(2603, 2954, 0.03123121697501259189649920933)
Orf(2907, 3003, 0.02741423004661449718076592885)
Orf(2907, 3030, 0.02759481217531104152419345163)
Orf(3149, 3242, 0.04689760561342592592592592593)
Orf(3041, 3242, 0.03797723914633135068714144633)
Orf(3005, 3242, 0.03755555555555555555555555558)
Orf(2999, 3242, 0.03754909673824083075254706541)
Orf(2972, 3242, 0.03625994689875863647147308542)
Orf(2966, 3242, 0.03642753247717212722801037443)
Orf(2960, 3242, 0.03768440491811245565437138553)
Orf(2927, 3242, 0.03723422318050769725642271436)
Orf(2915, 3242, 0.03721587778612572001001753069)
Orf(2897, 3242, 0.03690188199598179507154864896)
Orf(3120, 3210, 0.02929047674104906154854125718)
Orf(3120, 3231, 0.03027247250166042992985696003)
Orf(3120, 3240, 0.03371976610902337458829674556)
Orf(3120, 3264, 0.03256862928428347598931284301)
Orf(2830, 3064, 0.03336450057703345982772153928)
Orf(2830, 3073, 0.03401740962680299021907530198)
Orf(2830, 3103, 0.03623226456504996818960819946)
Orf(2830, 3268, 0.03413818843456847022380783666)
Orf(3447, 3534, 0.02854320987654320987654320988)
Orf(3506, 3596, 0.03568564704478235410396130076)
Orf(3431, 3596, 0.03695605226217471115430299103)
Orf(3422, 3596, 0.03765576667382596908010898730)
Orf(3410, 3596, 0.03971520020902736952119668170)
Orf(3404, 3596, 0.03834400445051332625297122339)
Orf(3281, 3596, 0.03534252983882543854870003300)
Orf(3257, 3596, 0.03514884171887946328664930341)
Orf(3588, 3675, 0.03012345679012345679012345681)
Orf(3588, 3678, 0.03182666403102105159773583123)
Orf(3668, 3755, 0.04558984910836762688614540467)
Orf(3703, 3829, 0.02609972846555788938220673792)
Orf(3716, 3818, 0.02285714285714285714285714285)
Orf(3716, 3848, 0.02486612813087435858354925571)
Orf(3716, 3905, 0.02845340304904513888888888890)
Orf(3716, 3989, 0.03032451165721487082545683680)
Orf(3998, 4109, 0.03434390068739099210013337437)
Orf(4022, 4121, 0.03265146889205509193296695841)
Orf(4074, 4284, 0.04259283577326330971790317830)
Orf(4011, 4284, 0.04190153466115083605015387705)
Orf(4133, 4274, 0.03053197873799725651577503428)
Orf(4120, 4396, 0.03093522274681884158770665632)
Orf(4327, 4435, 0.03406766883757387774918819477)
Orf(4231, 4435, 0.04100006054290411796598841703)
Orf(4228, 4435, 0.04130957779937371774106467984)
Orf(4192, 4435, 0.04351741688148588802961200343)
Orf(4108, 4435, 0.04243259036647466399532515234)
Orf(4105, 4435, 0.04254599539073201925243155664)
Orf(4066, 4435, 0.04204289886207243798462622941)
Orf(4024, 4435, 0.04059173416862247305248866850)
Orf(3973, 4435, 0.03978197740555499610247688526)
Orf(3892, 4435, 0.03933192512470377462528168965)
Orf(3835, 4435, 0.03893800471172022858899236645)
Orf(3709, 4435, 0.03850829892478918429117980903)
Orf(3664, 4435, 0.03873356873116037112312306344)
Orf(3655, 4435, 0.03876403686528570798903153755)
Orf(3613, 4435, 0.03834242724768344603055346858)
Orf(3607, 4435, 0.03873165498357409896794160403)
Orf(3598, 4435, 0.03890702947845804988662131521)
Orf(3595, 4435, 0.03893989559510909503006597110)
Orf(3583, 4435, 0.03929063633514665681108257230)
Orf(3553, 4435, 0.03922282219701137896279561199)
Orf(3478, 4435, 0.03883007812500000000000000000)
Orf(3412, 4435, 0.03901783307707377711623532449)
Orf(3346, 4435, 0.03814087082261215819964763331)
Orf(3265, 4435, 0.03794085419278716487579821115)
Orf(3259, 4435, 0.03774688667584709406662145921)
Orf(3244, 4435, 0.03812330058215681884644104394)
Orf(3241, 4435, 0.03825171522368170057392674238)
Orf(2983, 4435, 0.03789935002074289639496455081)
Orf(2968, 4435, 0.03777879398323260999526841142)
Orf(2938, 4435, 0.03786140444444444444444444445)
Orf(2878, 4435, 0.03790745798142247846389858224)
Orf(2836, 4435, 0.03740432400416030901910422855)
Orf(4349, 4445, 0.03001136762997797586104901684)
Orf(4510, 4612, 0.02672713529856386999244142101)
Orf(4536, 4626, 0.02450404484575878621060051693)
Orf(4746, 4836, 0.02349702930415226074989090665)
Orf(4735, 4852, 0.02896412037037037037037037036)
Orf(4735, 4855, 0.03020742481864636215269549086)
Orf(4735, 4873, 0.02943043020867780314145763035)
Orf(4735, 4897, 0.03051740545955421988479839720)
Orf(4735, 4903, 0.03117668434392068654702771544)
Orf(4885, 5005, 0.02757478100261867183415042558)
Orf(5043, 5139, 0.03237764853926470088086249702)
Orf(5043, 5172, 0.03193087903831705484598046581)
Orf(4604, 4760, 0.02657102718898698129875544787)
Orf(4604, 5000, 0.02674185983170752176765429129)
Orf(4604, 5066, 0.02828235721203396004510435045)
Orf(4604, 5093, 0.02870771225186969299794128222)
Orf(5244, 5343, 0.04301701457207258143549615157)
Orf(5241, 5343, 0.04405571752510528020732102366)
Orf(5196, 5343, 0.04255288888888888888888888889)
Orf(5154, 5343, 0.04014333089192708333333333335)
Orf(5103, 5343, 0.03782678360100877369962743503)
Orf(5076, 5343, 0.03641975308641975308641975308)
Orf(5230, 5347, 0.03776041666666666666666666666)
Orf(5356, 5467, 0.02595535468403233383551214138)
Orf(5356, 5497, 0.02459490740740740740740740741)
Orf(5356, 5512, 0.02677228704083087231592373421)
Orf(5478, 5574, 0.03545092801291148398586415114)
Orf(5511, 5610, 0.02205034262840084130538028362)
Orf(5511, 5613, 0.02210042112082928409459021704)
Orf(5511, 5622, 0.02213839075990993180087800294)
Orf(5511, 5667, 0.02172312764277943587037671417)
Orf(5511, 5673, 0.02097893535910064835684670396)
Orf(5511, 5697, 0.02149995800789451583102376753)
Orf(5579, 5735, 0.03010936942974799729033089457)
Orf(5573, 5735, 0.03046731780616078136739293762)
Orf(5552, 5735, 0.02962770262458087640189617296)
Orf(5501, 5735, 0.03049116466107819732989344318)
Orf(5453, 5735, 0.03059675041713239701284605790)
Orf(5408, 5735, 0.02736363636363636363636363635)
Orf(5405, 5735, 0.02761704430941235313174820248)
Orf(5342, 5735, 0.03084410063289769442202867364)
Orf(5294, 5735, 0.03200401826223593937253542806)
Orf(5219, 5735, 0.03337927593270247185090348591)
Orf(5198, 5735, 0.03347782350251486053955189758)
Orf(5189, 5735, 0.03384016315935727692658889543)
Orf(5165, 5735, 0.03362085460218448042131919172)
Orf(5150, 5735, 0.03432353551351587883985099431)
Orf(5132, 5735, 0.03379894160379668983465349770)
Orf(5072, 5735, 0.03312248211201218262333431557)
Orf(5036, 5735, 0.03396064768131553303751581362)
Orf(4994, 5735, 0.03486480505546666467750016472)
Orf(4991, 5735, 0.03507732285212166512176636381)
Orf(4925, 5735, 0.03318001767046714189313432192)
Orf(4904, 5735, 0.03358932335524882717913449374)
Orf(4865, 5735, 0.03386961078797565120137916178)
Orf(4826, 5735, 0.03368613039842218658372616676)
Orf(4823, 5735, 0.03385763566113463241416682454)
Orf(4805, 5735, 0.03339611863229916562020294870)
Orf(4784, 5735, 0.03355413846248437766815229296)
Orf(4781, 5735, 0.03371807880614689266062717513)
Orf(4727, 5735, 0.03355563856790408222441345327)
Orf(4676, 5735, 0.03249880723376877641270138394)
Orf(4667, 5735, 0.03230711738751632909988293665)
Orf(4652, 5735, 0.03227866216778801662357284771)
Orf(4556, 5735, 0.03190361019665096784682709399)
Orf(4478, 5735, 0.03210468631897203325774754346)
Orf(4457, 5735, 0.03230794044319837047790812508)
Orf(4418, 5735, 0.03240909090909090909090909092)
Orf(4379, 5735, 0.03299091911846020275205114133)
Orf(4337, 5735, 0.03253553730279422773410086587)
Orf(4319, 5735, 0.03260510291784735419668754194)
Orf(4304, 5735, 0.03244132951402493508625254646)
Orf(4283, 5735, 0.03296378391335730930525561242)
Orf(5527, 5638, 0.01916311631649144406106062325)
Orf(5527, 5725, 0.02523027544389879517538172359)
Orf(5527, 5755, 0.02762852484559349123356544506)
Orf(5803, 5902, 0.02659233628091759579648853006)
Orf(5803, 5905, 0.02682993197278911564625850339)
Orf(5803, 5926, 0.02630705427379652625306442389)
Orf(5803, 5956, 0.02801905797467927645442438342)
Orf(5803, 5959, 0.02824479268120663366403138160)
Orf(5766, 6063, 0.02889659259259259259259259258)
Orf(5861, 6077, 0.03374316975007947381905332329)
Orf(5849, 6077, 0.03279905691779532224801241498)
Orf(5828, 6077, 0.03346870788291801141385419541)
Orf(5747, 6077, 0.03223538447952050744031914392)
Orf(5741, 6077, 0.03342904356074388308151355687)
Orf(5372, 5528, 0.02222067981050228140107705118)
Orf(5372, 5771, 0.02649303604499223641205866413)
Orf(5372, 5804, 0.02643419999605165048602663920)
Orf(6000, 6096, 0.04072971321211296723999509428)
Orf(5994, 6096, 0.04266666666666666666666666669)
Orf(6190, 6277, 0.03866666666666666666666666667)
Orf(6172, 6277, 0.04912233907432810039120052836)
Orf(6251, 6341, 0.04078412943506428115873921655)
Orf(6251, 6368, 0.04500578703703703703703703704)
Orf(6418, 6559, 0.03981300636574074074074074073)
Orf(6506, 6617, 0.03401856441658162025562521262)
Orf(6506, 6620, 0.03437534535496402689039112445)
Orf(6506, 6635, 0.03120695592286501377410468319)
Orf(6506, 6647, 0.02899546682098765432098765432)
Orf(6506, 6656, 0.02864659897023015280698977015)
Orf(6506, 6662, 0.02913068431583716013144333168)
Orf(6604, 6700, 0.03376278858372522284368014393)
Orf(6583, 6700, 0.03733333333333333333333333334)
Orf(6565, 6700, 0.03720978725088201540901466929)
Orf(6692, 6842, 0.03341544799958230690000522115)
Orf(6854, 6941, 0.03713991769547325102880658436)
Orf(6854, 6944, 0.03746346460589017065805357570)
Orf(6854, 6962, 0.03378104181610390522004839025)
Orf(6919, 7012, 0.03125000000000000000000000001)
Orf(6874, 7060, 0.03763470245371647907971079216)
Orf(6868, 7060, 0.03761088352804329135690082437)
Orf(6258, 6378, 0.04213519827048359716196805036)
Orf(7059, 7158, 0.03253179395556761728143775772)
Orf(6951, 7158, 0.03217222762120721304394773784)
Orf(6948, 7158, 0.03289210011551599264745829114)
Orf(6906, 7158, 0.03495228833555721404286435836)
Orf(6888, 7158, 0.03590548645493700438755383812)
Orf(6876, 7158, 0.03527735929543773252768733158)
Orf(6864, 7158, 0.03666601738227082579699659590)
Orf(6849, 7158, 0.03746230655439235320892125626)
Orf(6828, 7158, 0.03808708202290974252124591653)
Orf(6729, 7158, 0.03799674300554412437128486510)
Orf(6717, 7158, 0.03895720272865999673888643943)
Orf(6714, 7158, 0.03901376821576014489810923795)
Orf(6594, 7158, 0.03786412982891452346602185838)
Orf(6588, 7158, 0.03819728835074268421125732348)
Orf(6558, 7158, 0.03836753060609767767279877529)
Orf(6537, 7158, 0.03884173257093005613715672888)
Orf(6519, 7158, 0.03883083650487733446454079118)
Orf(6480, 7158, 0.03918773785072929911006207464)
Orf(6471, 7158, 0.03943979616996794608366894058)
Orf(6396, 7158, 0.03746161648904937685271041221)
Orf(6384, 7158, 0.03748133919121232965689667291)
Orf(6282, 7158, 0.03776496157876800140299783713)
Orf(6141, 7158, 0.03916581857656557432661645974)
Orf(6135, 7158, 0.03924334393088611660587923190)
Orf(6108, 7158, 0.03990292872417746945280542142)
Orf(7087, 7201, 0.03997220302282761191373946141)
Orf(7087, 7330, 0.03637249464899963296678376263)
Orf(7097, 7247, 0.03820970483114002574843427908)
Orf(7097, 7388, 0.03425644171315617736751788039)
Orf(7348, 7450, 0.03451895043731778425655976677)
Orf(7482, 7569, 0.03240740740740740740740740740)
Orf(7511, 7598, 0.03588888888888888888888888890)
Orf(7466, 7598, 0.03696347101559721587156429405)
Orf(7457, 7598, 0.03642015496399176954732510287)
Orf(7424, 7598, 0.03812283451389689125777041289)
Orf(7400, 7598, 0.03685441508577998106297797416)
Orf(7376, 7598, 0.03921540740740740740740740741)
Orf(7301, 7598, 0.04029925925925925925925925924)
Orf(7202, 7598, 0.04066018967935413183872678476)
Orf(7190, 7598, 0.04051753644438896133237594717)
Orf(7163, 7598, 0.04021532335205002466330377449)
Orf(7406, 7595, 0.03064911453812210648148148147)
Orf(7637, 7724, 0.03548971193415637860082304526)
Orf(7449, 7644, 0.03153087347302223335281186522)
Orf(7449, 7677, 0.03139605096090169458359709669)
Orf(7449, 7692, 0.03071935017387056678419252960)
Orf(7449, 7695, 0.03132479596617466138808876576)
Orf(7763, 7853, 0.02544641247605230016025222630)
Orf(7742, 7853, 0.03266862138417758770579881528)
Orf(7739, 7853, 0.03362610068724467146557876339)
Orf(7733, 7853, 0.03508902033299531884868719795)
Orf(7730, 7853, 0.03508340431998784228565029775)
Orf(7761, 7848, 0.02091769547325102880658436214)
Orf(7761, 7857, 0.02261673978845696017413189130)
Orf(7825, 7963, 0.03230248346455737881529854409)
Orf(7777, 7963, 0.03047649264160560036935278389)
Orf(7723, 7963, 0.03565149596411768506130815400)
Orf(7678, 7963, 0.03646210093557098765432098768)
Orf(7612, 7963, 0.03659900314378133434609510548)
Orf(7901, 7994, 0.04015887225115740740740740743)
Orf(7898, 7994, 0.04171909895815619721343627067)
Orf(7714, 7915, 0.03088461451477938349503584595)
Orf(8044, 8140, 0.03446360348717251074153431054)
Orf(8005, 8140, 0.03623873318539218103613599628)
Orf(7993, 8140, 0.03571555555555555555555555556)
Orf(7949, 8060, 0.03214754337366963114156582591)
Orf(7949, 8168, 0.03048739023903377446109367221)
Orf(7949, 8174, 0.03047977312857397417828967617)
Orf(7949, 8195, 0.03088096324913531320812353785)
Orf(7949, 8225, 0.03191507143110722118550731966)
Orf(8442, 8553, 0.05174264146053036561857089631)
Orf(8436, 8553, 0.05099999999999999999999999999)
Orf(8424, 8553, 0.05068940089601246626040014471)
Orf(8421, 8553, 0.05087517146776406035665294926)
Orf(8391, 8553, 0.05083206722876144363747669533)
Orf(8382, 8553, 0.05051457624338841280905326171)
Orf(8319, 8553, 0.04884746177017173834869798071)
Orf(8316, 8553, 0.04887854456018518518518518518)
Orf(8310, 8553, 0.04887560475842712026168447290)
Orf(8214, 8553, 0.04457781881604596286036729248)
Orf(8055, 8553, 0.04427481943137998806073893306)
Orf(8037, 8553, 0.04274316267188801550953827721)
Orf(7977, 8553, 0.04317627008196856231167268066)
Orf(8461, 8605, 0.03904678165402863445345744386)
Orf(8286, 8376, 0.03448468776923679411007798775)
Orf(8286, 8466, 0.03563685457764697877306421634)
Orf(8286, 8526, 0.03562814923812663919279705414)
Orf(8286, 8529, 0.03601043223400705155177667186)
Orf(8286, 8589, 0.03714243753519748423669238440)
Orf(8528, 8738, 0.03602136968253125621856954508)
Orf(8667, 8814, 0.03819407407407407407407407406)
Orf(8646, 8814, 0.03880636237150792236567616847)
Orf(8643, 8814, 0.03920141593887954952369237498)
Orf(8625, 8814, 0.03689236111111111111111111111)
Orf(8622, 8814, 0.03714155666818388711879836141)
Orf(8601, 8814, 0.03732996113397347965249199816)
Orf(8586, 8814, 0.03877412293671359281074241438)
Orf(8571, 8814, 0.03790571814106005426502807563)
Orf(8679, 8832, 0.03020954500244441072843439706)
Orf(8858, 8945, 0.04495884773662551440329218107)
Orf(8855, 8945, 0.04654649614536828796168865317)
Orf(8843, 8945, 0.04728647014361300075585789871)
Orf(8816, 8945, 0.04700934969530010852324901913)
Orf(8813, 8945, 0.04694406340496875476299344612)
Orf(8792, 8945, 0.04626574116219086633287816719)
Orf(8765, 8945, 0.04487959263028541954971920475)
Orf(8552, 8945, 0.04218635183587739449386220125)
Orf(8909, 8999, 0.04786431895290275337940740242)
Orf(8971, 9073, 0.03212698412698412698412698411)
Orf(8989, 9088, 0.04100609871014918847200548808)
Orf(9256, 9346, 0.03978333003877631449716978905)
Orf(9145, 9346, 0.03477876156229504489223601783)
Orf(9139, 9346, 0.03637512147716229348882410108)
Orf(9136, 9346, 0.03712903176736364316516924288)
Orf(9118, 9346, 0.03789503350980834536240169568)
Orf(9382, 9562, 0.02578189363867460272005145805)
Orf(9275, 9365, 0.03125104897452250679735490583)
Orf(9275, 9371, 0.03058644809486560328311170062)
Orf(9275, 9383, 0.03074074805265455375024403513)
Orf(9275, 9386, 0.03135377687061606000226790429)
Orf(9275, 9422, 0.02966400000000000000000000000)
Orf(9275, 9443, 0.02849999730011393519193490035)
Orf(9275, 9464, 0.02760173656322337962962962962)
Orf(9275, 9488, 0.02631553878981862520957171162)
Orf(9275, 9491, 0.02642062962306036516161009436)
Orf(9275, 9530, 0.02562754781899008193548296935)
Orf(9275, 9569, 0.02725482900975197679615596153)
Orf(9275, 9593, 0.02828961922152936672427008685)
Orf(9275, 9596, 0.02836203830716862266930854036)
Orf(9275, 9620, 0.02798696437222002025807019862)
Orf(9275, 9626, 0.02804111206869035079319480354)
Orf(9275, 9629, 0.02847077206232633109266115410)
Orf(9275, 9683, 0.03087141139170557146229875721)
Orf(9600, 9693, 0.04687839084201388888888888889)
Orf(9588, 9693, 0.04554612482853223593964334706)
Orf(9573, 9693, 0.04471034200724715952295354799)
Orf(9546, 9693, 0.04684800000000000000000000000)
Orf(9501, 9693, 0.04229767865270823850705507508)
Orf(9474, 9693, 0.04110172992568901991838441801)
Orf(9471, 9693, 0.04119598353909465020576131688)
Orf(9450, 9693, 0.03823822444054303719717744472)
Orf(9444, 9693, 0.03832885667494511031925997913)
Orf(9405, 9693, 0.03764984830273274217600389186)
Orf(9390, 9693, 0.03676313534512869610230353837)
Orf(9375, 9693, 0.03805036503480558097416444430)
Orf(9360, 9693, 0.03705807409769463340891912319)
Orf(9345, 9693, 0.03744724849261338413212180471)
Orf(9309, 9693, 0.03770022889513416552964433445)
Orf(9213, 9693, 0.03701271120838602635299287166)
Orf(8982, 9693, 0.03746237056914268975564081842)
Orf(8976, 9693, 0.03732848936899862825788751714)
Orf(8955, 9693, 0.03768044311242855719900090403)
Orf(8937, 9693, 0.03837934022412156261540213661)
Orf(8925, 9693, 0.03882822600420129857212678580)
Orf(9610, 9718, 0.04632828591922821287320922090)
Orf(9692, 9785, 0.05018446180555555555555555557)
Orf(9692, 9839, 0.04032)
Orf(9692, 9866, 0.04008199475116735401379887915)
Orf(9692, 9938, 0.03813904024996617168177556924)
Orf(9692, 9980, 0.03867581310104535838177569664)
Orf(9692, 9989, 0.03828444444444444444444444446)
Orf(9961, 10054, 0.04882812500000000000000000000)
Orf(9943, 10054, 0.05442970306653059240900034017)
Orf(10038, 10131, 0.04595269097222222222222222224)
Orf(10020, 10131, 0.04317320309082956699227292611)
Orf(10017, 10131, 0.04302412630267111967747514537)
Orf(9972, 10131, 0.04193692244294286665876362567)
Orf(9939, 10131, 0.04842158498963232691043341931)
Orf(9930, 10131, 0.04646238060776021288946182086)
Orf(9894, 10131, 0.04505237268518518518518518519)
Orf(9888, 10131, 0.04432053714746943225926409571)
Orf(9855, 10131, 0.04303230199194304684777198847)
Orf(9804, 10131, 0.04406043910176141581100258785)
Orf(9747, 10131, 0.04145003460367725987943914250)
Orf(9711, 10131, 0.04387503069055468955441165982)
Orf(9976, 10183, 0.03265306122448979591836734694)
Orf(9976, 10204, 0.03269935214613912539363711567)
Orf(10188, 10284, 0.03917967554331190694827058462)
Orf(10179, 10284, 0.03743554082202916222120611694)
Orf(10155, 10284, 0.03663050964187327823691460054)
Orf(9831, 10005, 0.03826800424797298869136788301)
Orf(9831, 10200, 0.03420123154271051286928565303)
Orf(10199, 10328, 0.05204420235411970949161031806)
Orf(10394, 10547, 0.04037097093679933916620307153)
Orf(10388, 10547, 0.04006677128787579430266012596)
Orf(10325, 10547, 0.04094595336076817558299039782)
Orf(10295, 10547, 0.04079951150010177081213108079)
Orf(10268, 10547, 0.03996077191202548782275817709)
Orf(10196, 10547, 0.04168580472632980435628223376)
Orf(10184, 10547, 0.04105825793544148824987309267)
Orf(10160, 10547, 0.03924786324786324786324786323)
Orf(10115, 10547, 0.03924774830183005999972665271)
Orf(10249, 10480, 0.03385860067319633394584084920)
Orf(10597, 10684, 0.05556652949245541838134430728)
Orf(10585, 10684, 0.05337031006174095935952235564)
Orf(10618, 10705, 0.03407407407407407407407407408)
Orf(10618, 10762, 0.03319478561937061371820698290)
Orf(10625, 10745, 0.03404864506705745225209539424)
Orf(10625, 10769, 0.03564274522803707072166642584)
Orf(10625, 10781, 0.03398704224889599393384397113)
Orf(10625, 10868, 0.02957089356735328209915055724)
Orf(10625, 10895, 0.02875710254046203810725003819)
Orf(10625, 10916, 0.02740024234044582708829748755)
Orf(10452, 10626, 0.03099473006815042758347575297)
Orf(10452, 10800, 0.03068156914310760464606618452)
Orf(10452, 10824, 0.03111518814814814814814814816)
Orf(10939, 11026, 0.03596707818930041152263374486)
Orf(10888, 11026, 0.02780801085608305588464127516)
Orf(10882, 11026, 0.02719955120740507781621603245)
Orf(10808, 11084, 0.02865781128418241043605154317)
Orf(11134, 11230, 0.03353399312995272591232187191)
Orf(11141, 11234, 0.03026326497395833333333333333)
Orf(11308, 11401, 0.02983940972222222222222222222)
Orf(11305, 11401, 0.03151193601147687465410146769)
Orf(11299, 11401, 0.03274376417233560090702947846)
